   locus        mean         std         KLD
    1524    0.736050    0.761847    0.001997
    1525    0.732722    0.753287    0.001562
    1526    0.757319    0.736393    0.000970
    1527    0.806210    0.777498    0.003637
    1528    0.896709    0.961933    0.021996
    1529    0.716996    0.727829    0.001758
    1530    0.747909    0.784839    0.003238
    1531    0.795951    0.879080    0.015295
    1532    0.704633    0.692306    0.002902
    1533    1.026050    1.138692    0.066746
    1534    0.786345    0.797822    0.001012
    1535    0.775491    0.818313    0.004242
    1536    0.764887    0.738374    0.001586
    1537    0.722847    0.764240    0.005302
    1538    0.835955    0.900913    0.012865
    1539    0.750508    0.719924    0.002164
    1540    0.729488    0.751935    0.001920
    1541    0.705303    0.714298    0.002670
    1542    0.769972    0.824955    0.006729
    1543    0.874409    0.977634    0.028781
    1544    0.720722    0.777828    0.009290
    1545    0.712371    0.752472    0.005922
    1546    0.798836    0.895770    0.020359
    1547    0.717453    0.710081    0.001551
    1548    0.766845    0.767549    0.000084
    1549    0.783550    0.782738    0.000597
    1550    0.738210    0.791485    0.007042
    1551    0.777693    0.820766    0.004338
    1552    0.800286    0.774303    0.002912
    1553    0.749735    0.786732    0.003208
    1554    0.756090    0.741805    0.000450
    1555    0.715897    0.744538    0.003620
    1556    0.726000    0.780561    0.008157
    1557    0.733164    0.760287    0.002294
    1558    0.707391    0.734449    0.004161
    1559    0.741120    0.753716    0.000609
    1560    0.736447    0.768501    0.002842
    1561    0.726301    0.771866    0.005942
    1562    0.836406    0.912260    0.015722
    1563    0.779735    0.817361    0.003461
    1564    0.647861    0.653780    0.011646
    1565    0.724321    0.779987    0.008586
    1566    0.787047    0.800310    0.001139
    1567    0.784015    0.833089    0.005686
    1568    0.729988    0.761904    0.003142
    1569    0.752037    0.779998    0.001824
    1570    0.798165    0.916018    0.029327
    1571    0.752874    0.767404    0.000508
    1572    0.732869    0.763526    0.002800
    1573    0.788750    0.936272    0.045492
    1574    0.717777    0.761269    0.006149
    1575    0.685776    0.717991    0.007603
    1576    0.767481    0.777916    0.000340
    1577    0.809690    0.818817    0.002478
    1578    0.707171    0.703691    0.002303
    1579    0.680630    0.737340    0.014421
    1580    0.759541    0.769870    0.000252
    1581    0.814052    0.868743    0.008529
    1582    0.685101    0.674140    0.005151
    1583    0.750214    0.706397    0.004433
    1584    0.752485    0.786150    0.002620
    1585    0.735959    0.779396    0.004907
    1586    0.720299    0.787334    0.012370
    1587    0.758265    0.780689    0.001146
    1588    0.741064    0.764488    0.001533
    1589    0.738075    0.812634    0.013444
    1590    0.686528    0.690482    0.004681
    1591    0.854105    0.956193    0.025904
    1592    0.775352    0.801956    0.001823
    1593    0.777379    0.776878    0.000353
    1594    0.849627    0.915738    0.014722
    1595    0.643209    0.735767    0.039108
    1596    0.740161    0.787059    0.005447
    1597    0.736710    0.772453    0.003425
    1598    0.778244    0.767680    0.000612
    1599    0.730219    0.788243    0.008789
    1600    0.799322    0.832217    0.003704
    1601    0.758504    0.838885    0.014435
    1602    0.721401    0.691183    0.003395
    1603    0.745417    0.776372    0.002364
    1604    0.786669    0.768478    0.001420
    1605    0.773465    0.780770    0.000352
    1606    0.747855    0.795398    0.005302
    1607    0.715555    0.750238    0.004613
    1608    0.754752    0.773339    0.000802
    1609    0.795369    0.789228    0.001308
    1610    0.745808    0.768772    0.001352
    1611    0.684232    0.703636    0.006005
    1612    0.812135    0.843217    0.004429
    1613    0.786083    0.810863    0.002014
    1614    0.740639    0.783244    0.004525
    1615    0.768900    0.789006    0.001017
    1616    0.713242    0.778823    0.012630
    1617    0.715186    0.787573    0.014765
    1618    0.800894    0.819193    0.002298
    1619    0.749105    0.799299    0.005859
    1620    0.790076    0.798884    0.001090
    1621    0.768100    0.777801    0.000318
    1622    0.716177    0.734255    0.002352
    1623    0.757689    0.721883    0.002866
    1624    0.764479    0.790913    0.001608
    1625    0.765196    0.780135    0.000560
    1626    0.747209    0.729264    0.000817
    1627    0.736252    0.797793    0.009392
    1628    0.707831    0.751272    0.007088
    1629    0.740083    0.769632    0.002332
    1630    0.711510    0.686466    0.003471
    1631    0.764044    0.788962    0.001431
    1632    0.776530    0.825545    0.005478
    1633    0.782609    0.836364    0.006651
    1634    0.763073    0.853848    0.018193
    1635    0.709488    0.800314    0.023078
    1636    0.733106    0.726138    0.000624
    1637    0.729629    0.726407    0.000697
    1638    0.813932    0.835900    0.003639
    1639    0.776543    0.807840    0.002439
    1640    0.866169    0.967968    0.027208
    1641    0.727191    0.810001    0.017454
    1642    1.140646    1.198657    0.100102
    1643    0.777772    0.816170    0.003529
    1644    0.733381    0.784306    0.006730
    1645    0.714818    0.766180    0.008287
    1646    0.733242    0.727118    0.000592
    1647    0.721221    0.732685    0.001495
    1648    0.780982    0.853778    0.011671
    1649    0.713501    0.733273    0.002731
    1650    0.725246    0.766361    0.005074
    1651    0.737659    0.756694    0.001209
    1652    0.750553    0.745588    0.000090
    1653    0.833812    0.912755    0.016348
    1654    0.871184    0.890784    0.010995
    1655    0.720352    0.755606    0.004326
    1656    0.858017    0.917450    0.014365
    1657    0.721417    0.740745    0.002088
    1658    0.767672    0.923701    0.052758
    1659    0.762088    0.797507    0.002827
    1660    0.703567    0.756279    0.009869
    1661    0.780228    0.816218    0.003221
    1662    0.766973    0.861553    0.019593
    1663    0.795657    0.818451    0.002329
    1664    0.789751    0.796162    0.000995
    1665    0.716303    0.713286    0.001526
    1666    0.798511    0.862623    0.009757
    1667    0.716824    0.738980    0.002716
    1668    0.788758    0.786109    0.000863
    1669    0.720654    0.736701    0.001850
    1670    0.759470    0.792262    0.002429
    1671    0.766252    0.832852    0.009805
    1672    0.780937    0.835594    0.006814
    1673    0.845576    0.880190    0.008520
    1674    0.698205    0.766388    0.015461
    1675    0.775806    0.809281    0.002721
    1676    0.759418    0.783399    0.001308
    1677    0.712485    0.727978    0.002431
    1678    0.793076    0.837140    0.005094
    1679    0.730116    0.747100    0.001362
    1680    0.707734    0.737940    0.004592
    1681    0.731125    0.759800    0.002605
    1682    0.769382    0.769744    0.000131
    1683    0.755921    0.754392    0.000005
    1684    0.711305    0.724396    0.002355
    1685    0.775177    0.858521    0.015135
    1686    0.831858    0.876234    0.008266
    1687    0.703516    0.751625    0.008672
    1688    0.843934    0.897987    0.011420
    1689    0.747800    0.751960    0.000120
    1690    0.712744    0.766021    0.008998
    1691    0.761080    0.802655    0.003881
    1692    0.880139    0.929335    0.015978
    1693    0.688263    0.740491    0.011833
    1694    0.668691    0.686499    0.008330
    1695    0.702330    0.783815    0.020032
    1696    0.758287    0.752251    0.000078
    1697    0.734923    0.765769    0.002729
    1698    0.714739    0.756245    0.005993
    1699    0.671306    0.674181    0.006977
    1700    0.711968    0.751779    0.005901
    1701    0.796850    0.880998    0.015665
    1702    0.797660    0.821046    0.002511
    1703    0.858871    0.813225    0.011930
    1704    0.682259    0.716941    0.008585
    1705    0.671645    0.727066    0.015671
    1706    0.803521    0.834807    0.003781
    1707    0.743120    0.758183    0.000715
    1708    0.771502    0.806385    0.002835
    1709    0.706391    0.833197    0.043494
    1710    0.768784    0.783642    0.000612
    1711    0.770938    0.776307    0.000232
    1712    0.742145    0.799897    0.008010
    1713    0.721588    0.721776    0.001136
    1714    0.738061    0.755210    0.001032
    1715    0.774879    0.803005    0.001990
    1716    0.772221    0.754930    0.000831
    1717    0.854184    0.944390    0.021915
    1718    0.735149    0.744290    0.000636
    1719    0.744077    0.789506    0.004973
    1720    0.841017    0.890762    0.010253
    1721    0.743648    0.719234    0.001534
    1722    0.693088    0.732195    0.007913
    1723    0.748739    0.753661    0.000121
    1724    0.715494    0.746676    0.004037
    1725    0.717990    0.741458    0.002777
    1726    0.746921    0.798049    0.006146
    1727    0.784767    0.801037    0.001219
    1728    0.723349    0.728755    0.001101
    1729    0.676257    0.734236    0.015614
    1730    0.728910    0.729332    0.000712
    1731    0.771213    0.821692    0.005711
    1732    0.692326    0.698545    0.003993
    1733    0.796796    0.860190    0.009493
    1734    0.746636    0.828949    0.015710
    1735    0.728835    0.757202    0.002688
    1736    0.811944    0.815534    0.002532
    1737    0.747692    0.776386    0.001996
    1738    0.830117    0.867036    0.006943
    1739    0.724076    0.756597    0.003601
    1740    0.697330    0.685466    0.003653
    1741    0.689359    0.707172    0.005135
    1742    0.708544    0.683124    0.003793
    1743    0.759397    0.780210    0.000989
    1744    0.709677    0.777587    0.013831
    1745    0.722571    0.769155    0.006447
    1746    0.759765    0.821229    0.008445
    1747    0.758240    0.818887    0.008252
    1748    0.858195    0.934560    0.018392
    1749    0.733159    0.783879    0.006694
    1750    0.760800    0.785131    0.001349
    1751    0.784928    0.764089    0.001554
    1752    0.714307    0.723603    0.001887
    1753    0.706359    0.710749    0.002405
    1754    0.772924    0.832602    0.007907
    1755    0.686925    0.693381    0.004701
    1756    0.717112    0.747339    0.003757
    1757    0.716084    0.744412    0.003560
    1758    0.778489    0.790585    0.000713
    1759    0.743944    0.865238    0.034136
    1760    0.741268    0.777769    0.003369
    1761    0.715772    0.718999    0.001575
    1762    0.799214    0.862936    0.009691
    1763    0.704985    0.745926    0.006851
    1764    0.716964    0.782914    0.012350
    1765    0.720532    0.749673    0.003334
    1766    0.810125    0.855321    0.006377
    1767    0.792614    0.846608    0.007064
    1768    0.774184    0.844265    0.010803
    1769    0.854637    0.916747    0.014468
    1770    0.769015    0.790459    0.001142
    1771    0.797324    0.837168    0.004604
    1772    0.669846    0.692969    0.008754
    1773    0.714051    0.770075    0.009621
    1774    0.718121    0.780479    0.011087
    1775    0.830662    0.835270    0.004479
    1776    0.710831    0.719637    0.002153
    1777    0.700600    0.706403    0.003025
    1778    0.774911    0.800626    0.001711
    1779    0.818417    0.882950    0.011133
    1780    0.814097    0.876224    0.010215
    1781    0.739066    0.751583    0.000669
    1782    0.764546    0.787562    0.001234
    1783    0.689627    0.722991    0.007262
    1784    0.756104    0.863984    0.026070
    1785    0.712420    0.715946    0.001848
    1786    0.723030    0.702252    0.002094
    1787    0.767044    0.839504    0.011571
    1788    0.740687    0.794020    0.006934
    1789    0.811325    0.873962    0.010139
    1790    0.651028    0.628949    0.012307
    1791    0.752804    0.795650    0.004212
    1792    0.736019    0.835037    0.023588
    1793    0.734908    0.767637    0.003016
    1794    0.714064    0.684451    0.003881
    1795    0.736088    0.824486    0.018900
    1796    0.651049    0.648038    0.010859
    1797    0.741959    0.733556    0.000361
    1798    0.725698    0.702631    0.002172
    1799    0.695414    0.762479    0.015478
    1800    0.681671    0.733331    0.012731
    1801    0.768766    0.757961    0.000364
    1802    0.793954    0.837202    0.004993
    1803    0.699008    0.753548    0.010957
    1804    0.755019    0.745179    0.000215
    1805    0.854321    0.901479    0.011550
    1806    0.859363    0.908674    0.012641
    1807    0.654857    0.724099    0.024402
    1808    0.775802    0.798640    0.001435
    1809    0.827762    0.971723    0.042739
    1810    0.704137    0.710375    0.002674
    1811    0.709145    0.716512    0.002241
    1812    0.758468    0.766597    0.000157
    1813    0.824050    0.897747    0.013995
    1814    0.762828    0.758074    0.000075
    1815    0.756909    0.894459    0.042160
    1816    0.722242    0.782244    0.009990
    1817    0.770220    0.872467    0.022736
    1818    0.759852    0.761361    0.000013
    1819    0.709114    0.743227    0.005102
    1820    0.771170    0.803671    0.002481
    1821    0.766717    0.787583    0.001051
    1822    0.937819    1.014497    0.033257
    1823    0.745895    0.735894    0.000334
    1824    0.755546    0.825126    0.010921
    1825    0.776258    0.784794    0.000478
    1826    0.797004    0.848113    0.006660
    1827    0.755389    0.739591    0.000555
    1828    0.796799    0.800413    0.001358
    1829    0.714185    0.731855    0.002474
    1830    0.731632    0.773557    0.004832
    1831    0.830427    0.929284    0.022596
    1832    0.738448    0.856518    0.032999
    1833    0.771225    0.786511    0.000691
    1834    0.724013    0.733163    0.001198
    1835    0.892524    1.106362    0.087330
    1836    0.765046    0.767102    0.000066
    1837    0.835759    0.940593    0.025231
    1838    0.735424    0.769904    0.003273
    1839    0.797972    0.829393    0.003426
    1840    0.739201    0.795668    0.007814
    1841    0.731156    0.734692    0.000634
    1842    0.747033    0.802083    0.007100
    1843    0.751344    0.799692    0.005384
    1844    0.755841    0.738091    0.000700
    1845    0.699803    0.698857    0.003018
    1846    0.802417    0.823965    0.002669
    1847    0.718398    0.746511    0.003347
    1848    0.680627    0.718437    0.009471
    1849    0.746378    0.774139    0.001904
    1850    0.734688    0.743090    0.000623
    1851    0.800768    0.859689    0.008592
    1852    0.734747    0.800543    0.010772
    1853    0.734156    0.780167    0.005550
    1854    0.675622    0.733496    0.015698
    1855    0.765467    0.786989    0.001096
    1856    0.712732    0.775410    0.011749
    1857    0.700286    0.722822    0.004318
    1858    0.790610    0.767420    0.002046
    1859    0.705911    0.681599    0.003908
    1860    0.772900    0.749225    0.001410
    1861    0.721151    0.759078    0.004751
    1862    0.740972    0.771710    0.002469
    1863    0.709513    0.762886    0.009366
    1864    0.821402    0.902779    0.016040
    1865    0.812953    0.851580    0.005526
    1866    0.725009    0.771142    0.006161
    1867    0.740142    0.747499    0.000388
    1868    0.709070    0.748412    0.006090
    1869    0.739609    0.796933    0.008021
    1870    0.742606    0.767166    0.001614
    1871    0.895699    0.955218    0.020665
    1872    0.721170    0.806902    0.019301
    1873    0.820494    0.910606    0.018817
    1874    0.826002    0.857059    0.005749
    1875    0.752664    0.780605    0.001814
    1876    0.729873    0.780624    0.006909
    1877    0.746760    0.776595    0.002172
    1878    0.781113    0.822409    0.004117
    1879    0.782365    0.884459    0.022376
    1880    0.807846    0.845942    0.005039
    1881    0.690706    0.746940    0.012632
    1882    0.806080    0.855218    0.006816
    1883    0.745504    0.760705    0.000667
    1884    0.774559    0.843795    0.010553
    1885    0.791779    0.811087    0.001800
    1886    0.697987    0.751271    0.010737
    1887    0.732129    0.756648    0.002021
    1888    0.761461    0.763867    0.000032
    1889    0.720366    0.700820    0.002152
    1890    0.831228    0.923069    0.020184
    1891    0.779325    0.783311    0.000460
    1892    0.685469    0.759892    0.019925
    1893    0.713234    0.761570    0.007681
    1894    0.783404    0.780703    0.000603
    1895    0.741169    0.739238    0.000232
    1896    0.720839    0.682563    0.004809
    1897    0.767903    0.769077    0.000105
    1898    0.738175    0.745692    0.000458
    1899    0.768551    0.845697    0.013072
    1900    0.734073    0.763566    0.002574
    1901    0.759380    0.836768    0.013359
    1902    0.788710    0.849911    0.008616
    1903    0.747202    0.786779    0.003724
    1904    0.707775    0.745255    0.005855
    1905    0.857618    0.945177    0.021507
    1906    0.691568    0.687050    0.004028
    1907    0.720720    0.751701    0.003596
    1908    0.787138    0.860425    0.011926
    1909    0.784262    0.816868    0.002878
    1910    0.810751    0.786622    0.003526
    1911    0.766567    0.782087    0.000619
    1912    0.826437    0.843792    0.004536
    1913    0.789957    0.743979    0.005277
    1914    0.756121    0.783365    0.001694
    1915    0.723789    0.690378    0.003730
    1916    0.796832    0.819779    0.002417
    1917    0.731235    0.800611    0.012181
    1918    0.649910    0.689206    0.015813
    1919    0.904424    1.068445    0.058777
    1920    0.750314    0.790167    0.003698
    1921    0.714331    0.687505    0.003461
    1922    0.752808    0.777110    0.001378
    1923    0.667765    0.723985    0.016698
    1924    0.696814    0.770625    0.017770
    1925    0.722888    0.787690    0.011402
    1926    0.799381    0.849634    0.006616
    1927    0.750132    0.802134    0.006252
    1928    0.688838    0.668467    0.005439
    1929    0.713114    0.722437    0.001985
    1930    0.744457    0.870278    0.036642
    1931    0.711830    0.766893    0.009582
    1932    0.710191    0.713361    0.002031
    1933    0.745504    0.717679    0.001899
    1934    0.730936    0.756220    0.002173
    1935    0.758712    0.782200    0.001255
    1936    0.711942    0.773447    0.011469
    1937    0.776051    0.788390    0.000644
    1938    0.772231    0.763398    0.000359
    1939    0.664908    0.682587    0.009003
    1940    0.736614    0.729039    0.000503
    1941    0.730654    0.733647    0.000649
    1942    0.701749    0.744435    0.007598
    1943    0.720717    0.733677    0.001621
    1944    0.730589    0.793234    0.010102
    1945    0.678885    0.705416    0.007724
    1946    0.750871    0.745283    0.000101
    1947    0.697204    0.733559    0.006831
    1948    0.759339    0.758670    0.000005
    1949    0.729954    0.765143    0.003675
    1950    0.756136    0.813594    0.007453
    1951    0.692090    0.671149    0.005077
    1952    0.738000    0.791141    0.007019
    1953    0.665674    0.636490    0.010400
    1954    0.770654    0.812744    0.004024
    1955    0.742334    0.764874    0.001399
    1956    0.733807    0.771527    0.003910
    1957    0.735813    0.765005    0.002452
    1958    0.752065    0.769441    0.000724
    1959    0.824808    0.840576    0.004259
    1960    0.864386    0.854037    0.009361
    1961    0.741673    0.737073    0.000256
    1962    0.724847    0.751194    0.002657
    1963    0.740842    0.818555    0.014378
    1964    0.677692    0.664680    0.006382
    1965    0.716219    0.750679    0.004518
    1966    0.711830    0.712034    0.001862
    1967    0.751507    0.798962    0.005185
    1968    0.691756    0.696962    0.004031
    1969    0.786542    0.814995    0.002444
    1970    0.775555    0.831293    0.006963
    1971    0.745816    0.716976    0.002025
    1972    0.766487    0.822633    0.007004
    1973    0.753412    0.794609    0.003887
    1974    0.672827    0.655389    0.007549
    1975    0.731485    0.723422    0.000735
    1976    0.682060    0.704313    0.006653
    1977    0.690184    0.719156    0.006444
    1978    0.754440    0.803923    0.005568
    1979    0.754452    0.847186    0.019389
    1980    0.690029    0.722494    0.007047
    1981    0.759601    0.719336    0.003618
    1982    0.742608    0.786688    0.004747
    1983    0.742825    0.812147    0.011390
    1984    0.804359    0.854375    0.006873
    1985    0.693436    0.733101    0.007984
    1986    0.744783    0.716165    0.002022
    1987    0.715947    0.739167    0.002907
    1988    0.730703    0.738783    0.000787
    1989    0.720045    0.749320    0.003390
    1990    0.701911    0.683897    0.003629
    1991    0.843569    0.887701    0.009614
    1992    0.823628    0.819577    0.003677
    1993    0.733684    0.729571    0.000525
    1994    0.712403    0.746657    0.004816
    1995    0.670578    0.685493    0.007725
    1996    0.924696    1.016208    0.033995
    1997    0.702914    0.762450    0.011935
    1998    0.732392    0.739668    0.000678
    1999    0.817367    0.924578    0.025065
    2000    0.749955    0.808912    0.008017
