   locus      deme_1      deme_2      deme_3      deme_4
    1205    0.461000    0.477000    0.477000    0.525000
    1206    0.474000    0.492000    0.545000    0.503000
    1207    0.476000    0.491000    0.540000    0.504000
    1208    0.468000    0.465000    0.496000    0.475000
    1209    0.436000    0.580000    0.495000    0.502000
    1210    0.497000    0.453000    0.622000    0.447000
    1211    0.459000    0.537000    0.493000    0.521000
    1212    0.428000    0.556000    0.557000    0.484000
    1213    0.513000    0.514000    0.494000    0.482000
    1214    0.460000    0.472000    0.520000    0.490000
    1215    0.498000    0.512000    0.517000    0.490000
    1216    0.454000    0.524000    0.556000    0.465000
    1217    0.443000    0.529000    0.520000    0.549000
    1218    0.564000    0.502000    0.426000    0.499000
    1219    0.499000    0.473000    0.550000    0.505000
    1220    0.494000    0.457000    0.559000    0.509000
    1221    0.496000    0.469000    0.465000    0.522000
    1222    0.510000    0.481000    0.513000    0.486000
    1223    0.478000    0.465000    0.528000    0.547000
    1224    0.491000    0.438000    0.491000    0.504000
    1225    0.507000    0.525000    0.465000    0.502000
    1226    0.460000    0.487000    0.476000    0.518000
    1227    0.493000    0.483000    0.535000    0.469000
    1228    0.484000    0.500000    0.498000    0.521000
    1229    0.462000    0.449000    0.470000    0.525000
    1230    0.553000    0.443000    0.533000    0.500000
    1231    0.483000    0.540000    0.489000    0.485000
    1232    0.478000    0.516000    0.522000    0.494000
    1233    0.455000    0.503000    0.502000    0.520000
    1234    0.466000    0.554000    0.534000    0.487000
    1235    0.474000    0.492000    0.550000    0.540000
    1236    0.561000    0.479000    0.474000    0.466000
    1237    0.509000    0.512000    0.507000    0.537000
    1238    0.482000    0.495000    0.471000    0.511000
    1239    0.495000    0.490000    0.485000    0.479000
    1240    0.436000    0.546000    0.528000    0.510000
    1241    0.499000    0.518000    0.500000    0.484000
    1242    0.455000    0.520000    0.557000    0.480000
    1243    0.546000    0.515000    0.491000    0.495000
    1244    0.510000    0.517000    0.563000    0.480000
    1245    0.506000    0.493000    0.491000    0.507000
    1246    0.479000    0.495000    0.571000    0.471000
    1247    0.464000    0.550000    0.494000    0.478000
    1248    0.524000    0.459000    0.462000    0.481000
    1249    0.463000    0.426000    0.495000    0.559000
    1250    0.457000    0.516000    0.460000    0.496000
    1251    0.545000    0.527000    0.449000    0.559000
    1252    0.547000    0.508000    0.457000    0.471000
    1253    0.485000    0.505000    0.488000    0.519000
    1254    0.509000    0.497000    0.487000    0.474000
    1255    0.465000    0.519000    0.558000    0.475000
    1256    0.510000    0.487000    0.510000    0.497000
    1257    0.477000    0.501000    0.523000    0.508000
    1258    0.518000    0.462000    0.502000    0.513000
    1259    0.556000    0.478000    0.489000    0.525000
    1260    0.519000    0.494000    0.436000    0.521000
    1261    0.541000    0.467000    0.448000    0.472000
    1262    0.469000    0.518000    0.490000    0.509000
    1263    0.528000    0.423000    0.575000    0.506000
    1264    0.513000    0.527000    0.489000    0.476000
    1265    0.504000    0.461000    0.524000    0.536000
    1266    0.556000    0.556000    0.468000    0.500000
    1267    0.499000    0.481000    0.510000    0.499000
    1268    0.488000    0.479000    0.546000    0.519000
    1269    0.526000    0.534000    0.458000    0.448000
    1270    0.495000    0.506000    0.461000    0.514000
    1271    0.447000    0.556000    0.476000    0.518000
    1272    0.484000    0.513000    0.534000    0.502000
    1273    0.509000    0.473000    0.474000    0.498000
    1274    0.453000    0.468000    0.641000    0.485000
    1275    0.521000    0.487000    0.517000    0.505000
    1276    0.480000    0.583000    0.460000    0.479000
    1277    0.535000    0.485000    0.506000    0.520000
    1278    0.566000    0.477000    0.478000    0.484000
    1279    0.496000    0.477000    0.552000    0.480000
    1280    0.492000    0.495000    0.474000    0.493000
    1281    0.555000    0.440000    0.520000    0.528000
    1282    0.469000    0.486000    0.523000    0.501000
    1283    0.509000    0.491000    0.465000    0.527000
    1284    0.572000    0.460000    0.525000    0.453000
    1285    0.513000    0.511000    0.463000    0.529000
    1286    0.446000    0.497000    0.496000    0.494000
    1287    0.497000    0.488000    0.483000    0.512000
    1288    0.491000    0.453000    0.477000    0.517000
    1289    0.466000    0.447000    0.537000    0.498000
    1290    0.476000    0.475000    0.513000    0.473000
    1291    0.519000    0.458000    0.534000    0.464000
    1292    0.505000    0.498000    0.428000    0.524000
    1293    0.537000    0.570000    0.438000    0.474000
    1294    0.533000    0.485000    0.542000    0.477000
    1295    0.450000    0.536000    0.575000    0.440000
    1296    0.545000    0.446000    0.515000    0.492000
    1297    0.474000    0.514000    0.505000    0.446000
    1298    0.560000    0.452000    0.480000    0.550000
    1299    0.447000    0.562000    0.451000    0.553000
    1300    0.464000    0.488000    0.517000    0.477000
    1301    0.516000    0.516000    0.448000    0.511000
    1302    0.539000    0.489000    0.524000    0.457000
    1303    0.459000    0.570000    0.540000    0.490000
    1304    0.460000    0.508000    0.531000    0.501000
    1305    0.459000    0.496000    0.472000    0.517000
    1306    0.521000    0.530000    0.445000    0.552000
    1307    0.424000    0.529000    0.541000    0.465000
    1308    0.481000    0.463000    0.491000    0.545000
    1309    0.499000    0.448000    0.527000    0.540000
    1310    0.551000    0.496000    0.473000    0.475000
    1311    0.525000    0.501000    0.513000    0.515000
    1312    0.475000    0.499000    0.478000    0.434000
    1313    0.530000    0.495000    0.497000    0.468000
    1314    0.474000    0.478000    0.532000    0.556000
    1315    0.501000    0.540000    0.458000    0.562000
    1316    0.442000    0.525000    0.525000    0.505000
    1317    0.482000    0.518000    0.534000    0.489000
    1318    0.555000    0.488000    0.493000    0.508000
    1319    0.469000    0.441000    0.518000    0.526000
    1320    0.540000    0.513000    0.456000    0.498000
    1321    0.547000    0.492000    0.530000    0.464000
    1322    0.521000    0.506000    0.475000    0.490000
    1323    0.534000    0.502000    0.459000    0.576000
    1324    0.487000    0.509000    0.574000    0.460000
    1325    0.539000    0.439000    0.556000    0.510000
    1326    0.512000    0.492000    0.492000    0.480000
    1327    0.557000    0.523000    0.528000    0.464000
    1328    0.585000    0.510000    0.407000    0.486000
    1329    0.429000    0.519000    0.454000    0.529000
    1330    0.528000    0.472000    0.472000    0.575000
    1331    0.531000    0.486000    0.469000    0.499000
    1332    0.507000    0.459000    0.504000    0.516000
    1333    0.545000    0.438000    0.534000    0.526000
    1334    0.575000    0.576000    0.431000    0.480000
    1335    0.464000    0.486000    0.466000    0.496000
    1336    0.473000    0.469000    0.562000    0.470000
    1337    0.516000    0.545000    0.480000    0.506000
    1338    0.537000    0.499000    0.457000    0.494000
    1339    0.505000    0.476000    0.553000    0.501000
    1340    0.461000    0.508000    0.495000    0.501000
    1341    0.479000    0.560000    0.474000    0.434000
    1342    0.482000    0.476000    0.542000    0.460000
    1343    0.533000    0.493000    0.468000    0.514000
    1344    0.485000    0.492000    0.527000    0.493000
    1345    0.493000    0.483000    0.432000    0.561000
    1346    0.538000    0.487000    0.501000    0.458000
    1347    0.504000    0.515000    0.490000    0.498000
    1348    0.520000    0.455000    0.515000    0.518000
    1349    0.515000    0.484000    0.488000    0.532000
    1350    0.481000    0.481000    0.519000    0.520000
    1351    0.443000    0.588000    0.495000    0.526000
    1352    0.521000    0.477000    0.473000    0.506000
    1353    0.458000    0.469000    0.478000    0.523000
    1354    0.539000    0.526000    0.479000    0.480000
    1355    0.577000    0.536000    0.506000    0.470000
    1356    0.492000    0.488000    0.521000    0.528000
    1357    0.461000    0.452000    0.537000    0.496000
    1358    0.567000    0.507000    0.473000    0.494000
    1359    0.504000    0.496000    0.534000    0.472000
    1360    0.463000    0.526000    0.498000    0.494000
    1361    0.437000    0.513000    0.525000    0.507000
    1362    0.481000    0.470000    0.487000    0.484000
    1363    0.557000    0.532000    0.490000    0.515000
    1364    0.463000    0.519000    0.409000    0.569000
    1365    0.487000    0.469000    0.521000    0.535000
    1366    0.558000    0.495000    0.503000    0.496000
    1367    0.470000    0.457000    0.544000    0.469000
    1368    0.483000    0.475000    0.544000    0.533000
    1369    0.462000    0.511000    0.552000    0.489000
    1370    0.463000    0.440000    0.573000    0.490000
    1371    0.486000    0.511000    0.488000    0.469000
    1372    0.523000    0.505000    0.489000    0.516000
    1373    0.455000    0.521000    0.497000    0.536000
    1374    0.479000    0.540000    0.518000    0.498000
    1375    0.562000    0.448000    0.504000    0.472000
    1376    0.499000    0.546000    0.498000    0.535000
    1377    0.466000    0.597000    0.590000    0.419000
    1378    0.456000    0.514000    0.453000    0.540000
    1379    0.508000    0.480000    0.521000    0.502000
    1380    0.478000    0.507000    0.511000    0.479000
    1381    0.489000    0.463000    0.492000    0.534000
    1382    0.444000    0.540000    0.497000    0.501000
    1383    0.486000    0.533000    0.486000    0.480000
    1384    0.553000    0.443000    0.563000    0.481000
    1385    0.581000    0.567000    0.436000    0.527000
    1386    0.512000    0.504000    0.551000    0.468000
    1387    0.543000    0.462000    0.481000    0.533000
    1388    0.452000    0.564000    0.472000    0.505000
    1389    0.465000    0.497000    0.511000    0.513000
    1390    0.584000    0.394000    0.562000    0.537000
    1391    0.481000    0.445000    0.487000    0.543000
    1392    0.515000    0.463000    0.534000    0.506000
    1393    0.581000    0.479000    0.480000    0.507000
    1394    0.468000    0.651000    0.477000    0.468000
    1395    0.439000    0.530000    0.496000    0.512000
    1396    0.551000    0.517000    0.497000    0.484000
    1397    0.551000    0.496000    0.492000    0.500000
    1398    0.495000    0.481000    0.507000    0.508000
    1399    0.490000    0.552000    0.484000    0.491000
    1400    0.489000    0.542000    0.472000    0.506000
    1401    0.493000    0.492000    0.499000    0.469000
    1402    0.511000    0.511000    0.480000    0.464000
    1403    0.546000    0.469000    0.462000    0.543000
    1404    0.522000    0.455000    0.536000    0.529000
    1405    0.550000    0.534000    0.412000    0.520000
    1406    0.555000    0.453000    0.449000    0.534000
    1407    0.494000    0.444000    0.521000    0.500000
    1408    0.510000    0.520000    0.550000    0.470000
    1409    0.466000    0.517000    0.551000    0.506000
    1410    0.553000    0.483000    0.455000    0.538000
    1411    0.511000    0.470000    0.578000    0.471000
    1412    0.504000    0.483000    0.485000    0.573000
    1413    0.547000    0.469000    0.525000    0.501000
    1414    0.544000    0.451000    0.448000    0.518000
    1415    0.496000    0.505000    0.472000    0.501000
    1416    0.480000    0.535000    0.487000    0.472000
    1417    0.489000    0.601000    0.513000    0.477000
    1418    0.529000    0.480000    0.470000    0.514000
    1419    0.453000    0.508000    0.551000    0.468000
    1420    0.517000    0.497000    0.503000    0.502000
    1421    0.508000    0.492000    0.485000    0.544000
    1422    0.464000    0.477000    0.476000    0.539000
    1423    0.514000    0.472000    0.496000    0.516000
    1424    0.526000    0.505000    0.458000    0.503000
    1425    0.460000    0.515000    0.482000    0.519000
    1426    0.516000    0.554000    0.518000    0.486000
    1427    0.475000    0.537000    0.516000    0.479000
    1428    0.586000    0.515000    0.488000    0.456000
    1429    0.602000    0.548000    0.407000    0.523000
    1430    0.492000    0.517000    0.516000    0.477000
    1431    0.555000    0.469000    0.512000    0.474000
    1432    0.497000    0.511000    0.540000    0.528000
    1433    0.512000    0.495000    0.497000    0.481000
    1434    0.540000    0.444000    0.601000    0.461000
    1435    0.416000    0.593000    0.480000    0.526000
    1436    0.515000    0.510000    0.467000    0.520000
    1437    0.564000    0.528000    0.470000    0.505000
    1438    0.571000    0.492000    0.460000    0.489000
    1439    0.547000    0.495000    0.530000    0.460000
    1440    0.475000    0.584000    0.470000    0.498000
    1441    0.516000    0.434000    0.525000    0.560000
    1442    0.469000    0.492000    0.561000    0.475000
    1443    0.495000    0.496000    0.464000    0.495000
    1444    0.524000    0.518000    0.537000    0.481000
    1445    0.455000    0.481000    0.487000    0.497000
    1446    0.422000    0.563000    0.399000    0.582000
    1447    0.470000    0.477000    0.508000    0.491000
    1448    0.415000    0.476000    0.555000    0.570000
    1449    0.534000    0.493000    0.477000    0.484000
    1450    0.492000    0.568000    0.546000    0.418000
    1451    0.505000    0.488000    0.519000    0.529000
    1452    0.498000    0.521000    0.568000    0.486000
    1453    0.451000    0.489000    0.503000    0.553000
    1454    0.556000    0.455000    0.480000    0.522000
    1455    0.499000    0.465000    0.504000    0.497000
    1456    0.473000    0.528000    0.487000    0.484000
    1457    0.561000    0.449000    0.488000    0.500000
    1458    0.468000    0.482000    0.532000    0.521000
    1459    0.581000    0.534000    0.469000    0.488000
    1460    0.473000    0.481000    0.542000    0.449000
    1461    0.470000    0.460000    0.508000    0.520000
    1462    0.546000    0.471000    0.528000    0.478000
    1463    0.608000    0.482000    0.441000    0.501000
    1464    0.511000    0.573000    0.533000    0.429000
    1465    0.478000    0.488000    0.528000    0.500000
    1466    0.533000    0.458000    0.494000    0.505000
    1467    0.451000    0.493000    0.500000    0.526000
    1468    0.482000    0.457000    0.514000    0.518000
    1469    0.528000    0.503000    0.447000    0.517000
    1470    0.542000    0.509000    0.475000    0.503000
    1471    0.525000    0.487000    0.514000    0.484000
    1472    0.477000    0.569000    0.515000    0.473000
    1473    0.569000    0.516000    0.490000    0.497000
    1474    0.423000    0.538000    0.451000    0.568000
    1475    0.484000    0.503000    0.458000    0.480000
    1476    0.496000    0.470000    0.506000    0.532000
    1477    0.456000    0.495000    0.480000    0.555000
    1478    0.498000    0.477000    0.493000    0.488000
    1479    0.502000    0.471000    0.475000    0.503000
    1480    0.533000    0.489000    0.520000    0.486000
    1481    0.566000    0.519000    0.478000    0.474000
    1482    0.428000    0.570000    0.455000    0.504000
    1483    0.430000    0.548000    0.513000    0.490000
    1484    0.543000    0.498000    0.495000    0.502000
    1485    0.477000    0.469000    0.511000    0.478000
    1486    0.485000    0.482000    0.477000    0.561000
    1487    0.502000    0.546000    0.535000    0.475000
    1488    0.564000    0.567000    0.481000    0.498000
    1489    0.534000    0.491000    0.512000    0.469000
    1490    0.514000    0.512000    0.377000    0.573000
    1491    0.568000    0.501000    0.517000    0.515000
    1492    0.474000    0.536000    0.513000    0.487000
    1493    0.500000    0.537000    0.497000    0.485000
    1494    0.567000    0.490000    0.504000    0.454000
    1495    0.440000    0.468000    0.479000    0.598000
    1496    0.476000    0.516000    0.525000    0.544000
    1497    0.543000    0.508000    0.478000    0.513000
    1498    0.492000    0.525000    0.520000    0.488000
    1499    0.508000    0.497000    0.506000    0.479000
    1500    0.591000    0.476000    0.400000    0.585000
    1501    0.451000    0.502000    0.480000    0.508000
    1502    0.434000    0.536000    0.552000    0.502000
    1503    0.520000    0.464000    0.490000    0.500000
    1504    0.552000    0.505000    0.475000    0.496000
    1505    0.483000    0.465000    0.527000    0.527000
    1506    0.471000    0.517000    0.450000    0.505000
    1507    0.447000    0.504000    0.539000    0.527000
    1508    0.503000    0.457000    0.487000    0.496000
    1509    0.490000    0.528000    0.481000    0.458000
    1510    0.486000    0.505000    0.522000    0.484000
    1511    0.477000    0.521000    0.463000    0.509000
    1512    0.471000    0.470000    0.491000    0.487000
    1513    0.537000    0.473000    0.486000    0.537000
    1514    0.467000    0.543000    0.566000    0.478000
    1515    0.531000    0.489000    0.467000    0.473000
    1516    0.499000    0.502000    0.504000    0.485000
    1517    0.483000    0.517000    0.451000    0.541000
    1518    0.488000    0.459000    0.541000    0.494000
    1519    0.537000    0.544000    0.469000    0.517000
    1520    0.412000    0.501000    0.565000    0.510000
    1521    0.457000    0.507000    0.521000    0.535000
    1522    0.513000    0.461000    0.505000    0.496000
    1523    0.501000    0.499000    0.488000    0.550000
    1524    0.492000    0.526000    0.516000    0.494000
    1525    0.514000    0.544000    0.445000    0.515000
    1526    0.488000    0.480000    0.465000    0.569000
    1527    0.559000    0.470000    0.537000    0.504000
    1528    0.603000    0.537000    0.418000    0.485000
    1529    0.465000    0.529000    0.501000    0.518000
    1530    0.549000    0.468000    0.485000    0.530000
    1531    0.553000    0.490000    0.463000    0.542000
    1532    0.494000    0.484000    0.499000    0.502000
    1533    0.629000    0.494000    0.408000    0.567000
    1534    0.540000    0.445000    0.474000    0.584000
    1535    0.522000    0.461000    0.481000    0.461000
    1536    0.552000    0.466000    0.513000    0.499000
    1537    0.517000    0.539000    0.535000    0.447000
    1538    0.441000    0.489000    0.579000    0.513000
    1539    0.481000    0.467000    0.477000    0.507000
    1540    0.498000    0.538000    0.477000    0.503000
    1541    0.516000    0.482000    0.481000    0.503000
    1542    0.502000    0.455000    0.471000    0.531000
    1543    0.466000    0.533000    0.588000    0.456000
    1544    0.560000    0.430000    0.515000    0.483000
    1545    0.551000    0.451000    0.528000    0.521000
    1546    0.478000    0.571000    0.453000    0.546000
    1547    0.491000    0.512000    0.467000    0.462000
    1548    0.513000    0.517000    0.513000    0.515000
    1549    0.482000    0.521000    0.482000    0.511000
    1550    0.550000    0.475000    0.469000    0.479000
    1551    0.493000    0.537000    0.482000    0.490000
    1552    0.456000    0.503000    0.515000    0.487000
    1553    0.474000    0.495000    0.496000    0.511000
    1554    0.529000    0.521000    0.497000    0.494000
    1555    0.503000    0.475000    0.535000    0.517000
    1556    0.514000    0.511000    0.467000    0.505000
    1557    0.473000    0.477000    0.497000    0.493000
    1558    0.567000    0.476000    0.486000    0.482000
    1559    0.484000    0.452000    0.563000    0.470000
    1560    0.584000    0.494000    0.464000    0.458000
    1561    0.465000    0.540000    0.496000    0.485000
    1562    0.468000    0.477000    0.578000    0.503000
    1563    0.502000    0.463000    0.465000    0.528000
    1564    0.516000    0.508000    0.514000    0.487000
    1565    0.429000    0.487000    0.476000    0.512000
    1566    0.562000    0.470000    0.514000    0.508000
    1567    0.470000    0.448000    0.483000    0.588000
    1568    0.434000    0.547000    0.500000    0.513000
    1569    0.570000    0.473000    0.511000    0.490000
    1570    0.566000    0.538000    0.432000    0.503000
    1571    0.460000    0.548000    0.500000    0.514000
    1572    0.561000    0.416000    0.516000    0.525000
    1573    0.508000    0.480000    0.446000    0.541000
    1574    0.561000    0.479000    0.474000    0.529000
    1575    0.515000    0.528000    0.482000    0.479000
    1576    0.452000    0.535000    0.475000    0.524000
    1577    0.428000    0.540000    0.432000    0.562000
    1578    0.508000    0.485000    0.494000    0.496000
    1579    0.467000    0.559000    0.513000    0.517000
    1580    0.482000    0.504000    0.481000    0.539000
    1581    0.475000    0.466000    0.501000    0.565000
    1582    0.457000    0.513000    0.518000    0.476000
    1583    0.525000    0.487000    0.484000    0.521000
    1584    0.550000    0.494000    0.469000    0.501000
    1585    0.467000    0.507000    0.478000    0.495000
    1586    0.486000    0.516000    0.467000    0.505000
    1587    0.465000    0.505000    0.507000    0.520000
    1588    0.476000    0.532000    0.543000    0.535000
    1589    0.489000    0.489000    0.465000    0.453000
    1590    0.485000    0.472000    0.491000    0.487000
    1591    0.438000    0.460000    0.577000    0.483000
    1592    0.475000    0.527000    0.462000    0.495000
    1593    0.569000    0.524000    0.484000    0.500000
    1594    0.529000    0.599000    0.465000    0.465000
    1595    0.477000    0.475000    0.501000    0.501000
    1596    0.463000    0.479000    0.524000    0.538000
    1597    0.481000    0.516000    0.457000    0.472000
    1598    0.446000    0.502000    0.529000    0.552000
    1599    0.507000    0.510000    0.489000    0.486000
    1600    0.422000    0.493000    0.511000    0.567000
    1601    0.434000    0.501000    0.501000    0.542000
    1602    0.551000    0.529000    0.464000    0.481000
    1603    0.444000    0.515000    0.477000    0.495000
    1604    0.487000    0.494000    0.487000    0.502000
    1605    0.446000    0.525000    0.491000    0.516000
    1606    0.422000    0.495000    0.529000    0.508000
    1607    0.455000    0.522000    0.495000    0.464000
    1608    0.529000    0.519000    0.499000    0.511000
    1609    0.513000    0.464000    0.532000    0.519000
    1610    0.547000    0.455000    0.500000    0.495000
    1611    0.461000    0.511000    0.545000    0.490000
    1612    0.605000    0.501000    0.463000    0.491000
    1613    0.479000    0.458000    0.461000    0.541000
    1614    0.574000    0.501000    0.445000    0.486000
    1615    0.524000    0.463000    0.475000    0.491000
    1616    0.512000    0.486000    0.535000    0.524000
    1617    0.502000    0.463000    0.501000    0.486000
    1618    0.475000    0.515000    0.526000    0.465000
    1619    0.478000    0.520000    0.496000    0.488000
    1620    0.501000    0.514000    0.502000    0.513000
    1621    0.471000    0.530000    0.488000    0.471000
    1622    0.473000    0.527000    0.506000    0.436000
    1623    0.537000    0.494000    0.527000    0.471000
    1624    0.487000    0.485000    0.465000    0.524000
    1625    0.471000    0.508000    0.482000    0.502000
    1626    0.477000    0.509000    0.529000    0.501000
    1627    0.522000    0.499000    0.485000    0.508000
    1628    0.529000    0.529000    0.524000    0.519000
    1629    0.430000    0.551000    0.507000    0.475000
    1630    0.551000    0.484000    0.470000    0.508000
    1631    0.471000    0.450000    0.513000    0.507000
    1632    0.482000    0.520000    0.538000    0.520000
    1633    0.517000    0.486000    0.418000    0.534000
    1634    0.505000    0.466000    0.485000    0.545000
    1635    0.494000    0.468000    0.464000    0.508000
    1636    0.474000    0.459000    0.501000    0.509000
    1637    0.579000    0.493000    0.476000    0.498000
    1638    0.486000    0.546000    0.456000    0.479000
    1639    0.470000    0.457000    0.514000    0.500000
    1640    0.413000    0.509000    0.583000    0.545000
    1641    0.437000    0.500000    0.537000    0.533000
    1642    0.424000    0.680000    0.478000    0.425000
    1643    0.586000    0.492000    0.485000    0.454000
    1644    0.496000    0.557000    0.489000    0.514000
    1645    0.506000    0.496000    0.539000    0.491000
    1646    0.517000    0.467000    0.481000    0.557000
    1647    0.486000    0.533000    0.498000    0.520000
    1648    0.403000    0.555000    0.474000    0.527000
    1649    0.452000    0.530000    0.519000    0.469000
    1650    0.498000    0.544000    0.449000    0.500000
    1651    0.519000    0.441000    0.519000    0.559000
    1652    0.504000    0.513000    0.502000    0.488000
    1653    0.471000    0.461000    0.600000    0.454000
    1654    0.579000    0.450000    0.461000    0.521000
    1655    0.558000    0.504000    0.477000    0.483000
    1656    0.585000    0.455000    0.477000    0.509000
    1657    0.469000    0.522000    0.477000    0.495000
    1658    0.472000    0.482000    0.544000    0.502000
    1659    0.544000    0.457000    0.498000    0.531000
    1660    0.542000    0.536000    0.492000    0.488000
    1661    0.499000    0.486000    0.482000    0.544000
    1662    0.582000    0.501000    0.482000    0.483000
    1663    0.464000    0.455000    0.559000    0.499000
    1664    0.450000    0.507000    0.552000    0.496000
    1665    0.538000    0.466000    0.477000    0.482000
    1666    0.454000    0.476000    0.519000    0.545000
    1667    0.465000    0.476000    0.549000    0.524000
    1668    0.543000    0.474000    0.463000    0.477000
    1669    0.469000    0.561000    0.540000    0.485000
    1670    0.471000    0.497000    0.504000    0.507000
    1671    0.475000    0.481000    0.494000    0.486000
    1672    0.539000    0.484000    0.454000    0.484000
    1673    0.478000    0.517000    0.436000    0.567000
    1674    0.507000    0.520000    0.536000    0.524000
    1675    0.502000    0.489000    0.542000    0.479000
    1676    0.482000    0.464000    0.476000    0.531000
    1677    0.535000    0.527000    0.463000    0.488000
    1678    0.479000    0.469000    0.496000    0.555000
    1679    0.588000    0.497000    0.476000    0.522000
    1680    0.477000    0.478000    0.480000    0.498000
    1681    0.481000    0.504000    0.477000    0.502000
    1682    0.500000    0.553000    0.481000    0.422000
    1683    0.560000    0.488000    0.509000    0.490000
    1684    0.485000    0.499000    0.438000    0.513000
    1685    0.486000    0.451000    0.450000    0.523000
    1686    0.477000    0.474000    0.550000    0.475000
    1687    0.490000    0.486000    0.489000    0.522000
    1688    0.436000    0.584000    0.505000    0.502000
    1689    0.503000    0.467000    0.464000    0.508000
    1690    0.545000    0.466000    0.478000    0.537000
    1691    0.481000    0.462000    0.509000    0.518000
    1692    0.567000    0.441000    0.458000    0.561000
    1693    0.500000    0.581000    0.547000    0.488000
    1694    0.455000    0.494000    0.522000    0.488000
    1695    0.523000    0.476000    0.511000    0.486000
    1696    0.506000    0.529000    0.506000    0.476000
    1697    0.437000    0.520000    0.463000    0.536000
    1698    0.475000    0.537000    0.497000    0.460000
    1699    0.488000    0.470000    0.498000    0.538000
    1700    0.533000    0.469000    0.452000    0.494000
    1701    0.487000    0.595000    0.420000    0.512000
    1702    0.468000    0.473000    0.555000    0.474000
    1703    0.470000    0.472000    0.550000    0.472000
    1704    0.521000    0.460000    0.465000    0.501000
    1705    0.468000    0.497000    0.487000    0.498000
    1706    0.579000    0.465000    0.470000    0.501000
    1707    0.526000    0.487000    0.512000    0.488000
    1708    0.523000    0.492000    0.494000    0.504000
    1709    0.493000    0.478000    0.466000    0.538000
    1710    0.594000    0.465000    0.469000    0.512000
    1711    0.499000    0.477000    0.491000    0.464000
    1712    0.492000    0.484000    0.505000    0.488000
    1713    0.516000    0.521000    0.465000    0.480000
    1714    0.504000    0.515000    0.500000    0.504000
    1715    0.509000    0.490000    0.557000    0.495000
    1716    0.518000    0.467000    0.467000    0.484000
    1717    0.581000    0.444000    0.490000    0.506000
    1718    0.469000    0.472000    0.492000    0.506000
    1719    0.535000    0.470000    0.480000    0.553000
    1720    0.447000    0.528000    0.508000    0.509000
    1721    0.521000    0.531000    0.546000    0.437000
    1722    0.532000    0.431000    0.496000    0.543000
    1723    0.461000    0.517000    0.472000    0.505000
    1724    0.458000    0.515000    0.497000    0.484000
    1725    0.455000    0.503000    0.482000    0.551000
    1726    0.481000    0.535000    0.449000    0.478000
    1727    0.443000    0.507000    0.513000    0.576000
    1728    0.448000    0.469000    0.490000    0.500000
    1729    0.529000    0.476000    0.474000    0.504000
    1730    0.517000    0.504000    0.485000    0.494000
    1731    0.459000    0.479000    0.531000    0.523000
    1732    0.465000    0.506000    0.493000    0.483000
    1733    0.512000    0.472000    0.479000    0.487000
    1734    0.537000    0.474000    0.493000    0.494000
    1735    0.441000    0.502000    0.505000    0.553000
    1736    0.560000    0.499000    0.490000    0.484000
    1737    0.548000    0.476000    0.534000    0.548000
    1738    0.562000    0.530000    0.468000    0.444000
    1739    0.478000    0.469000    0.500000    0.483000
    1740    0.438000    0.497000    0.517000    0.497000
    1741    0.518000    0.502000    0.510000    0.467000
    1742    0.500000    0.473000    0.467000    0.508000
    1743    0.497000    0.515000    0.503000    0.503000
    1744    0.508000    0.491000    0.476000    0.493000
    1745    0.479000    0.457000    0.531000    0.545000
    1746    0.491000    0.504000    0.486000    0.530000
    1747    0.510000    0.526000    0.485000    0.520000
    1748    0.459000    0.464000    0.591000    0.491000
    1749    0.507000    0.459000    0.504000    0.491000
    1750    0.478000    0.555000    0.495000    0.479000
    1751    0.502000    0.470000    0.514000    0.497000
    1752    0.511000    0.471000    0.470000    0.518000
    1753    0.496000    0.515000    0.499000    0.472000
    1754    0.489000    0.571000    0.505000    0.473000
    1755    0.487000    0.494000    0.494000    0.487000
    1756    0.503000    0.489000    0.500000    0.516000
    1757    0.573000    0.515000    0.528000    0.440000
    1758    0.493000    0.550000    0.474000    0.509000
    1759    0.531000    0.551000    0.429000    0.506000
    1760    0.485000    0.454000    0.478000    0.528000
    1761    0.463000    0.517000    0.452000    0.518000
    1762    0.474000    0.566000    0.520000    0.453000
    1763    0.518000    0.522000    0.492000    0.461000
    1764    0.467000    0.464000    0.499000    0.495000
    1765    0.456000    0.516000    0.563000    0.491000
    1766    0.569000    0.502000    0.498000    0.508000
    1767    0.436000    0.479000    0.502000    0.576000
    1768    0.469000    0.480000    0.534000    0.486000
    1769    0.582000    0.540000    0.410000    0.503000
    1770    0.470000    0.478000    0.583000    0.522000
    1771    0.584000    0.480000    0.479000    0.492000
    1772    0.521000    0.511000    0.462000    0.517000
    1773    0.522000    0.530000    0.484000    0.484000
    1774    0.486000    0.451000    0.492000    0.517000
    1775    0.484000    0.435000    0.511000    0.534000
    1776    0.486000    0.489000    0.486000    0.495000
    1777    0.493000    0.568000    0.499000    0.442000
    1778    0.533000    0.482000    0.473000    0.535000
    1779    0.623000    0.511000    0.500000    0.468000
    1780    0.446000    0.533000    0.471000    0.541000
    1781    0.434000    0.459000    0.524000    0.560000
    1782    0.522000    0.502000    0.546000    0.475000
    1783    0.528000    0.511000    0.467000    0.521000
    1784    0.445000    0.486000    0.497000    0.491000
    1785    0.474000    0.491000    0.494000    0.519000
    1786    0.490000    0.505000    0.489000    0.491000
